seed,event_index,opaque_edit,scope_status,representation,budget,operating_point,positive_tpr,hard_fpr,broad_fpr
20260906,5,1607639d73eb56a8,BROAD_ONLY,R0_MAGNITUDE_LAST_PROMPT,800,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,5,1607639d73eb56a8,BROAD_ONLY,R0_MAGNITUDE_LAST_PROMPT,800,SAFETY_FIRST,1.0,0.0,0.0
20260906,5,1607639d73eb56a8,BROAD_ONLY,R1_SIGNED_CP_RESPONSE,200,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,5,1607639d73eb56a8,BROAD_ONLY,R1_SIGNED_CP_RESPONSE,200,SAFETY_FIRST,1.0,0.0,0.0
20260906,5,1607639d73eb56a8,BROAD_ONLY,R1_SIGNED_CP_RESPONSE,800,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,5,1607639d73eb56a8,BROAD_ONLY,R1_SIGNED_CP_RESPONSE,800,SAFETY_FIRST,1.0,0.0,0.0
20260906,5,1607639d73eb56a8,BROAD_ONLY,R2_VISUAL_CONDITIONED_CP_RESPONSE,200,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,5,1607639d73eb56a8,BROAD_ONLY,R2_VISUAL_CONDITIONED_CP_RESPONSE,200,SAFETY_FIRST,1.0,0.0,0.0
20260906,5,1607639d73eb56a8,BROAD_ONLY,R2_VISUAL_CONDITIONED_CP_RESPONSE,800,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,5,1607639d73eb56a8,BROAD_ONLY,R2_VISUAL_CONDITIONED_CP_RESPONSE,800,SAFETY_FIRST,1.0,0.0,0.0
20260906,7,13d861159cbf9477,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,200,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,7,13d861159cbf9477,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,200,SAFETY_FIRST,1.0,0.0,0.0
20260906,7,13d861159cbf9477,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,800,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,7,13d861159cbf9477,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,800,SAFETY_FIRST,1.0,0.0,0.0
20260906,7,13d861159cbf9477,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,200,COVERAGE_CONSTRAINED,1.0,1.0,0.0
20260906,7,13d861159cbf9477,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,200,SAFETY_FIRST,0.0,0.0,0.0
20260906,7,13d861159cbf9477,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,800,COVERAGE_CONSTRAINED,1.0,1.0,0.0
20260906,7,13d861159cbf9477,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,800,SAFETY_FIRST,0.0,0.0,0.0
20260906,7,13d861159cbf9477,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,200,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,7,13d861159cbf9477,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,200,SAFETY_FIRST,1.0,0.0,0.0
20260906,7,13d861159cbf9477,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,800,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,7,13d861159cbf9477,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,800,SAFETY_FIRST,1.0,0.0,0.0
20260906,8,06e9147a95404227,BROAD_ONLY,R0_MAGNITUDE_LAST_PROMPT,200,COVERAGE_CONSTRAINED,1.0,,0.0
20260906,8,06e9147a95404227,BROAD_ONLY,R0_MAGNITUDE_LAST_PROMPT,200,SAFETY_FIRST,1.0,,0.0
20260906,8,06e9147a95404227,BROAD_ONLY,R0_MAGNITUDE_LAST_PROMPT,800,COVERAGE_CONSTRAINED,1.0,,0.0
20260906,8,06e9147a95404227,BROAD_ONLY,R0_MAGNITUDE_LAST_PROMPT,800,SAFETY_FIRST,1.0,,0.0
20260906,8,06e9147a95404227,BROAD_ONLY,R1_SIGNED_CP_RESPONSE,200,COVERAGE_CONSTRAINED,1.0,,0.0
20260906,8,06e9147a95404227,BROAD_ONLY,R1_SIGNED_CP_RESPONSE,200,SAFETY_FIRST,1.0,,0.0
20260906,8,06e9147a95404227,BROAD_ONLY,R1_SIGNED_CP_RESPONSE,800,COVERAGE_CONSTRAINED,1.0,,0.0
20260906,8,06e9147a95404227,BROAD_ONLY,R1_SIGNED_CP_RESPONSE,800,SAFETY_FIRST,1.0,,0.0
20260906,8,06e9147a95404227,BROAD_ONLY,R2_VISUAL_CONDITIONED_CP_RESPONSE,200,COVERAGE_CONSTRAINED,1.0,,0.0
20260906,8,06e9147a95404227,BROAD_ONLY,R2_VISUAL_CONDITIONED_CP_RESPONSE,200,SAFETY_FIRST,1.0,,0.0
20260906,8,06e9147a95404227,BROAD_ONLY,R2_VISUAL_CONDITIONED_CP_RESPONSE,800,COVERAGE_CONSTRAINED,1.0,,0.0
20260906,8,06e9147a95404227,BROAD_ONLY,R2_VISUAL_CONDITIONED_CP_RESPONSE,800,SAFETY_FIRST,1.0,,0.0
20260906,9,0b2d75291d40cb7c,BROAD_ONLY,R0_MAGNITUDE_LAST_PROMPT,200,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,9,0b2d75291d40cb7c,BROAD_ONLY,R0_MAGNITUDE_LAST_PROMPT,200,SAFETY_FIRST,1.0,0.0,0.0
20260906,9,0b2d75291d40cb7c,BROAD_ONLY,R0_MAGNITUDE_LAST_PROMPT,800,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,9,0b2d75291d40cb7c,BROAD_ONLY,R0_MAGNITUDE_LAST_PROMPT,800,SAFETY_FIRST,1.0,0.0,0.0
20260906,9,0b2d75291d40cb7c,BROAD_ONLY,R1_SIGNED_CP_RESPONSE,200,COVERAGE_CONSTRAINED,1.0,1.0,0.0
20260906,9,0b2d75291d40cb7c,BROAD_ONLY,R1_SIGNED_CP_RESPONSE,200,SAFETY_FIRST,1.0,1.0,0.0
20260906,9,0b2d75291d40cb7c,BROAD_ONLY,R1_SIGNED_CP_RESPONSE,800,COVERAGE_CONSTRAINED,1.0,1.0,0.0
20260906,9,0b2d75291d40cb7c,BROAD_ONLY,R1_SIGNED_CP_RESPONSE,800,SAFETY_FIRST,1.0,1.0,0.0
20260906,9,0b2d75291d40cb7c,BROAD_ONLY,R2_VISUAL_CONDITIONED_CP_RESPONSE,200,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,9,0b2d75291d40cb7c,BROAD_ONLY,R2_VISUAL_CONDITIONED_CP_RESPONSE,200,SAFETY_FIRST,1.0,0.0,0.0
20260906,9,0b2d75291d40cb7c,BROAD_ONLY,R2_VISUAL_CONDITIONED_CP_RESPONSE,800,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,9,0b2d75291d40cb7c,BROAD_ONLY,R2_VISUAL_CONDITIONED_CP_RESPONSE,800,SAFETY_FIRST,1.0,0.0,0.0
20260906,12,319cba8ffa622b0e,BROAD_ONLY,R0_MAGNITUDE_LAST_PROMPT,200,COVERAGE_CONSTRAINED,1.0,,0.0
20260906,12,319cba8ffa622b0e,BROAD_ONLY,R0_MAGNITUDE_LAST_PROMPT,200,SAFETY_FIRST,1.0,,0.0
20260906,12,319cba8ffa622b0e,BROAD_ONLY,R0_MAGNITUDE_LAST_PROMPT,800,COVERAGE_CONSTRAINED,1.0,,0.0
20260906,12,319cba8ffa622b0e,BROAD_ONLY,R0_MAGNITUDE_LAST_PROMPT,800,SAFETY_FIRST,1.0,,0.0
20260906,12,319cba8ffa622b0e,BROAD_ONLY,R1_SIGNED_CP_RESPONSE,200,COVERAGE_CONSTRAINED,1.0,,0.0
20260906,12,319cba8ffa622b0e,BROAD_ONLY,R1_SIGNED_CP_RESPONSE,200,SAFETY_FIRST,1.0,,0.0
20260906,12,319cba8ffa622b0e,BROAD_ONLY,R1_SIGNED_CP_RESPONSE,800,COVERAGE_CONSTRAINED,1.0,,0.0
20260906,12,319cba8ffa622b0e,BROAD_ONLY,R1_SIGNED_CP_RESPONSE,800,SAFETY_FIRST,1.0,,0.0
20260906,12,319cba8ffa622b0e,BROAD_ONLY,R2_VISUAL_CONDITIONED_CP_RESPONSE,200,COVERAGE_CONSTRAINED,1.0,,0.0
20260906,12,319cba8ffa622b0e,BROAD_ONLY,R2_VISUAL_CONDITIONED_CP_RESPONSE,200,SAFETY_FIRST,1.0,,0.0
20260906,12,319cba8ffa622b0e,BROAD_ONLY,R2_VISUAL_CONDITIONED_CP_RESPONSE,800,COVERAGE_CONSTRAINED,1.0,,0.0
20260906,12,319cba8ffa622b0e,BROAD_ONLY,R2_VISUAL_CONDITIONED_CP_RESPONSE,800,SAFETY_FIRST,1.0,,0.0
20260906,13,1379df4696783d47,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,200,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,13,1379df4696783d47,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,200,SAFETY_FIRST,1.0,0.0,0.0
20260906,13,1379df4696783d47,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,800,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,13,1379df4696783d47,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,800,SAFETY_FIRST,1.0,0.0,0.0
20260906,13,1379df4696783d47,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,200,COVERAGE_CONSTRAINED,1.0,1.0,0.0
20260906,13,1379df4696783d47,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,200,SAFETY_FIRST,0.0,0.0,0.0
20260906,13,1379df4696783d47,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,800,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,13,1379df4696783d47,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,800,SAFETY_FIRST,1.0,0.0,0.0
20260906,13,1379df4696783d47,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,200,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,13,1379df4696783d47,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,200,SAFETY_FIRST,1.0,0.0,0.0
20260906,13,1379df4696783d47,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,800,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,13,1379df4696783d47,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,800,SAFETY_FIRST,1.0,0.0,0.0
20260906,15,11999d89b31d5f06,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,200,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,15,11999d89b31d5f06,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,200,SAFETY_FIRST,1.0,0.0,0.0
20260906,15,11999d89b31d5f06,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,800,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,15,11999d89b31d5f06,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,800,SAFETY_FIRST,1.0,0.0,0.0
20260906,15,11999d89b31d5f06,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,200,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,15,11999d89b31d5f06,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,200,SAFETY_FIRST,1.0,0.0,0.0
20260906,15,11999d89b31d5f06,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,800,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,15,11999d89b31d5f06,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,800,SAFETY_FIRST,1.0,0.0,0.0
20260906,15,11999d89b31d5f06,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,200,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,15,11999d89b31d5f06,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,200,SAFETY_FIRST,1.0,0.0,0.0
20260906,15,11999d89b31d5f06,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,800,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,15,11999d89b31d5f06,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,800,SAFETY_FIRST,1.0,0.0,0.0
20260906,16,30c09c9279241ba5,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,200,COVERAGE_CONSTRAINED,1.0,0.25,0.0
20260906,16,30c09c9279241ba5,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,200,SAFETY_FIRST,0.0,0.0,0.0
20260906,16,30c09c9279241ba5,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,800,COVERAGE_CONSTRAINED,1.0,0.25,0.0
20260906,16,30c09c9279241ba5,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,800,SAFETY_FIRST,0.0,0.0,0.0
20260906,16,30c09c9279241ba5,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,200,COVERAGE_CONSTRAINED,0.75,0.0,0.0
20260906,16,30c09c9279241ba5,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,200,SAFETY_FIRST,0.75,0.0,0.0
20260906,16,30c09c9279241ba5,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,800,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,16,30c09c9279241ba5,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,800,SAFETY_FIRST,1.0,0.0,0.0
20260906,16,30c09c9279241ba5,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,200,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,16,30c09c9279241ba5,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,200,SAFETY_FIRST,1.0,0.0,0.0
20260906,16,30c09c9279241ba5,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,800,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260906,16,30c09c9279241ba5,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,800,SAFETY_FIRST,1.0,0.0,0.0
20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,200,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,200,SAFETY_FIRST,1.0,0.0,0.0
20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,800,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,800,SAFETY_FIRST,1.0,0.0,0.0
20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,200,COVERAGE_CONSTRAINED,0.75,0.0,0.0
20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,200,SAFETY_FIRST,0.75,0.0,0.0
20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,800,COVERAGE_CONSTRAINED,0.75,0.25,0.0
20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,800,SAFETY_FIRST,0.5,0.0,0.0
20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,200,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,200,SAFETY_FIRST,1.0,0.0,0.0
20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,800,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260907,1,01223e258bbc7a1f,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,800,SAFETY_FIRST,1.0,0.0,0.0
20260907,2,1534fc99d84ef734,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,200,COVERAGE_CONSTRAINED,0.75,0.0,0.0
20260907,2,1534fc99d84ef734,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,200,SAFETY_FIRST,0.75,0.0,0.0
20260907,2,1534fc99d84ef734,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,800,COVERAGE_CONSTRAINED,0.75,0.25,0.0
20260907,2,1534fc99d84ef734,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,800,SAFETY_FIRST,0.5,0.0,0.0
20260907,2,1534fc99d84ef734,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,200,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260907,2,1534fc99d84ef734,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,200,SAFETY_FIRST,1.0,0.0,0.0
20260907,2,1534fc99d84ef734,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,800,COVERAGE_CONSTRAINED,1.0,0.25,0.0
20260907,2,1534fc99d84ef734,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,800,SAFETY_FIRST,0.25,0.0,0.0
20260907,2,1534fc99d84ef734,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,200,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260907,2,1534fc99d84ef734,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,200,SAFETY_FIRST,1.0,0.0,0.0
20260907,2,1534fc99d84ef734,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,800,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260907,2,1534fc99d84ef734,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,800,SAFETY_FIRST,1.0,0.0,0.0
20260907,3,1b0d2271e842e01a,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,200,COVERAGE_CONSTRAINED,0.75,0.0,0.0
20260907,3,1b0d2271e842e01a,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,200,SAFETY_FIRST,0.75,0.0,0.0
20260907,3,1b0d2271e842e01a,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,800,COVERAGE_CONSTRAINED,0.75,0.0,0.0
20260907,3,1b0d2271e842e01a,HARD_EVALUABLE,R0_MAGNITUDE_LAST_PROMPT,800,SAFETY_FIRST,0.75,0.0,0.0
20260907,3,1b0d2271e842e01a,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,200,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260907,3,1b0d2271e842e01a,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,200,SAFETY_FIRST,1.0,0.0,0.0
20260907,3,1b0d2271e842e01a,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,800,COVERAGE_CONSTRAINED,1.0,0.0,0.0
20260907,3,1b0d2271e842e01a,HARD_EVALUABLE,R1_SIGNED_CP_RESPONSE,800,SAFETY_FIRST,1.0,0.0,0.0
20260907,3,1b0d2271e842e01a,HARD_EVALUABLE,R2_VISUAL_CONDITIONED_CP_RESPONSE,200,COVERAGE_CONSTRAINED,0.75,0.0,0.0
